name,address,phone_number,lat,lng,website
CU Clinic ซียูคลินิก สาขากรุงเทพ,"141 12 Chok Chai 4 Rd, Khwaeng Saphansong, Khet Wang Thonglang, Krung Thep Maha Nakhon 10310, Thailand",063 913 6262,13.7978287,100.5951655,
The Vogue Clinic CLUB กรุงเทพ สุขุมวิท เสริมจมูก ฉีดไขมันหน้าเด็ก หน้าเรียว,"5, 5 ซอย พร้อมมิตร Khlong Toei Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110, Thailand",091 093 6999,13.736894,100.5738722,http://www.thevogueclinic.com/
BB Clinic Thonglor คลินิกศัลยกรรมตกแต่งสไตล์เกาหลี,"87/5 ชั้น 3, ซอย ทองหล่อ 13 แขวง คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110, Thailand",02 185 2900,13.7339059,100.5809634,http://www.bbbeautycenter.com/
Elite Medical Care,"3336 E 32nd St, Tulsa, OK 74135, USA",(918) 742-4900,36.1167133,-95.9385355,http://www.elitemedicalclinic.com/
Marvel Cosmetic Surgery,"329 18th Ave N, Nashville, TN 37203, USA",(615) 329-3900,36.1573432,-86.7996538,http://cosmeticsurgeonnashville.com/
คลินิกทำนม เสริมหน้าอก Are Beaute Clinic,"167 , 169 ถนน วัชรพล Khwaeng Tha Raeng, Khet Bang Khen, Krung Thep Maha Nakhon 10230, Thailand",02 945 4851,13.8589127,100.6456916,http://artebeauteclinic.com/
ทำนม เสริมหน้าอก ทำหน้าอกสวย ทำที่ไหนดี ทำนม เสริมนม เคล็ดลับศัลยกรรม เกาหลี,"155/58 นวมินทร์ 111 ถนน นวมินทร์ 111 คลองกุ่ม บึงกุ่ม Krung Thep Maha Nakhon 10240, Thailand",02 945 4851,13.811157,100.637178,http://www.artebeauteclinic.com/
Dental Art Clinic,"1512 N Elmhurst Rd, Mt Prospect, IL 60056, USA",(847) 590-5200,42.0948155,-87.9369622,https://mydentalart.com/
Dermaster Clinic,"342 Soi Sukhumvit 63, Klongtun Nua Sub-District Khet Watthana, Krung Thep Maha Nakhon 10110, Thailand",02 714 4471,13.7345415,100.5879514,https://dermaster-thailand.com/
CT clinic CT Clinic เสริมหน้าอก เสริมจมูก ตาสองชั้น เสริมคาง,"คอนโดมิเนียม M society ตึกc เเจ้งวัฒนะ -เมืองทองธานี, ตำบลบ้านใหม่ อำเภอปากเกร็ด นนทบุรี 11120, Thailand",062 942 9289,13.9152303,100.54011,https://www.facebook.com/ctclinic88/
Dr.Sine Clinic Ratchayothin เสริมจมูก ตาสองชั้น ปากกระจับ เสริมหน้าอก ความงาม และผิวพรรณ,"1176 10 Sana Nikhom 1 Soi 24 Yaek 2, จันทรเกษม Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",090 962 9628,13.8333608,100.5851689,http://www.doctorsineclinic.com/
๋Jarem clinic เสริมหน้าอก กล้ามเนื้อตาอ่อนแรง,"21/98 Royal City Avenue อาคาร D Soi Phetchaburi 47, บางกะปิ Khet Huai Khwang, Krung Thep Maha Nakhon 10320, Thailand",091 782 0606,13.7500067,100.5769681,https://www.jaremclinic.com/
Dr.Sine clinic ศรีนครินทร์ เสริมจมูก ตาสองชั้น ปากกระจับ เสริมหน้าอก ความงาม และผิวพรรณ,"99/4 หมู่บ้านรอยัลนครินทร์ สุภาพงษ์ 5 ซอย ศรีนครินทร์42 หนองบอน ประเวศ Krung Thep Maha Nakhon 10250, Thailand",02 330 8133,13.690346,100.639333,https://www.facebook.com/Dr.sineclinic/
Real Clinic คลินิกเสริมความงาม ฟิลเลอร์ Hifu ปรับรูปหน้า,"25 Lat Phrao 91 Alley, Khwaeng Khlong Chaokhunsing, Khet Wang Thonglang, Krung Thep Maha Nakhon 10310, Thailand",093 187 9614,13.7848168,100.6202897,http://www.realclinicthailand.com/
The East Clinic เสริมจมูก filler ฟิลเลอร์ ฉีดผิว เลเซอร์ HIFU ทรีทเมนท์,"85 รัตนาธิเบศน์ 1-3 Ratchaphruek Rd, Tambon Bang Rak Noi, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi 11000, Thailand",093 449 3692,13.8868769,100.4500895,http://www.theeastclinic.com/
V Won Clinic วีวอนคลินิก - โบท็อกซ์ ฟิลเลอร์ ร้อยไหม ปรับหน้าเรียว ผิวขาวใส โบท็อก Botox Filler HIFU,"80/155, ตำบล เสาธงหิน อำเภอบางใหญ่ นนทบุรี 11140, Thailand",064 793 5422,13.8779088,100.4090158,https://vwonclinic.com/
คลินิกหมอแบงค์ สาขาปิ่นเกล้า เสริมจมูก คาง ตาสองชั้น Botox Filler HIFU,"1, 88 Borommaratchachonnani Rd, Bang Bumru, Bang Phlat, Krung Thep Maha Nakhon 10700, Thailand",096 686 6968,13.7756495,100.4794551,https://web.facebook.com/pg/DOCTORBANKPINKLAO
Sowon clinic Botox Filler ร้อยไหม HIFU ปรับรูปหน้า โบท็อกซ์ ฟิลเลอร์ ที่ไหนดี,"410, 95-96 Ratchadaphisek 22 Alley, Khwaeng Samsen Nok, Khet Huai Khwang, Krung Thep Maha Nakhon 10310, Thailand",097 207 3296,13.7973884,100.5755644,https://www.facebook.com/Facial-Design-by-DrKook-2145624719061596/
V Line Cosmetic Clinic,"801 W Huntington Dr, Arcadia, CA 91007, USA",(626) 701-2888,34.1319709,-118.0563041,http://www.vlineclinicusa.com/
The Clover Clinic บางนา thermage ulthera ร้อยไหม ฟิลเลอร์,"589/77 ชั้น 14 อาคารเซ็นทรัลซิตี้ทาวเวอร์ เซ็นทรัลบางนา บางนา Krung Thep Maha Nakhon 10260, Thailand",090 909 3547,13.668526,100.634045,http://www.thecloverskinclinic.com/
The Clover Clinic สยามสแควร์วัน thermage ulthera ร้อยไหม ฟิลเลอร์,"Unit #SS 6026, 388 Rama I Rd, Khwaeng Pathum Wan, Khet Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",092 761 1931,13.7449334,100.5339557,http://www.thecloverskinclinic.com/
บีเอสแอลคลินิก รักษาสิว รักษาฝ้า ยกกระชับ Filler Botox Ulthera,"30/8 Saladaeng Rd., Silom, Bangrak, Bangkok 10500, Thailand",,13.728089,100.536026,https://bangkokaestheticclinic.com/
inZ Clinic หมอหลิน ทำตาสองชั้น โดยจักษุแพทย์,"101 ศูนย์การค้า 101 The Third Place ชั้น 2 Sukhumvit Rd, Khwaeng Bang Chak, Khet Phra Khanong, Krung Thep Maha Nakhon 10260, Thailand",02 004 7778,13.6858798,100.6112889,http://www.inz-clinic.com/
proderma โพรเดอร์มา คลินิก,"1019 Phahonyothin Rd, Khwaeng Samsen Nai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",088 041 0888,13.772373,100.541739,http://www.prodermaclinics.com/
C.S. clinic Thailand ซี.เอส. คลินิก - Thermage CPT expert,"36/7, 36/7 จุฬาฯ 20, แขวง วังใหม่ เขตปทุมวัน Bangkok 10330, Thailand",063 424 2424,13.7400443,100.5252031,http://www.facebook.com/csclinicthailand/
V Square Clinic เซ็นทรัล พระราม 2 Botox Filler ร้อยไหม โบท็อกซ์ ฟิลเลอร์ ปรับรูปหน้า,"เซ็นทรัล พระราม 2 ชั้น 2 ห้อง 208/1 เลขที่ 128 หมู่ 6 ถนน พระรามสอง แสมดำ บางขุนเทียน Krung Thep Maha Nakhon 10150, Thailand",091 914 9000,13.663727,100.437367,https://www.vsquareclinic.com/review/all-review/
ฟารีดาคลินิก ลาดพร้าว โบท็อกซ์ ร้อยไหม ฟิลเลอร์ ไฮฟู,"2539 Lat Phrao Rd, Khwaeng Khlong Chaokhunsing, Khet Wang Thonglang, Krung Thep Maha Nakhon 10310, Thailand",087 937 4131,13.7854281,100.6123927,http://www.fareedaclinic.co/
Crystal Bright Clinic,"1299 Sutthisan Winitchai Rd, Khwaeng Din Daeng, Khet Din Daeng, Krung Thep Maha Nakhon 10400, Thailand",097 242 0870,13.7894638,100.5666258,
BEHAP WELLNESS: กายภาพบำบัด l เวชกรรม I ความงาม,"ชั้น 2 โรงแรมนานาไฮโซ 88 Soi Sukhumvit 3, Khwaeng Khlong Toei Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110, Thailand",081 811 3455,13.7475781,100.5542628,http://behapwellness.com/
Fareeda Clinic,"Soi Sukhumvit 13, Khwaeng Khlong Toei Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110, Thailand",086 686 1768,13.7405755,100.5579022,https://www.facebook.com/clinic.agency13
Linna Clinic Silom,"187 Si Lom, สีลม, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",090 989 9966,13.7286929,100.5352136,http://www.linnaclinic.com/
Medecent Clinic คลินิกสิว ฝ้า สลายไขมันคางและแก้ม หน้าใส ลดริ้วรอย,"ตรงข้าม ม.สวนสุนันทา, 169 Ratchawithi Rd, Khwaeng Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300, Thailand",061 910 0335,13.7783334,100.5090556,https://medecent-clinic.business.site/
Puttharaksa Aesthetic (Facial Care) - พุทธรักษา เอสเธติค,"1535 Sukhumvit Rd, Khwaeng Phra Khanong Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110, Thailand",02 391 6336,13.715169,100.591609,https://www.puttharaksa.com/
H.K. Vogue,"55 ถนน ศรีนครินทร์ Khwaeng Nong Bon, Khet Prawet, Krung Thep Maha Nakhon 10250, Thailand",02 721 8596,13.6945664,100.6482371,
Amaranth Spa,"19, 23 Soi Sukhumvit 19, Khwaeng Khlong Toei Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110, Thailand",02 256 0100,13.739273,100.559566,http://www.amaranthspa.com/
"Celebrity SN Clinicปรับรูปหน้า Botox,ร้อยไหม,Filler","เลขที่67 Mu Ban Pha Warin Alley, Khwaeng Min Buri, Khet Min Buri, Krung Thep Maha Nakhon 10510, Thailand",092 563 9464,13.8230852,100.7204618,https://celebrity-sn-clinic.business.site/
Inspire Clinic อินสไปร์คลินิก ร้อยไหม รักษาสิว รักษาฝ้า เลเซอร์ วิตามินผิว,"3063 Sukhumvit Rd, Khwaeng Bang Chak, Khet Phra Khanong, Krung Thep Maha Nakhon 10260, Thailand",095 251 6553,13.689269,100.609219,https://www.inspire-clinic.com/
V Square Clinic ฟิวเจอร์พาร์ครังสิต Botox Filler ร้อยไหม โบท็อกซ์ ฟิลเลอร์ ปรับรูปหน้า,"Phahonyothin Rd, Tambon Prachathipat, Amphoe Thanyaburi, Chang Wat Pathum Thani 12130, Thailand",093 030 9000,13.9899887,100.6171303,https://www.vsquareclinic.com/review/all-review/
V Square Clinic เมเจอร์รัชโยธิน Botox Filler ร้อยไหม โบท็อกซ์ ฟิลเลอร์ ปรับรูปหน้า,"เมเจอร์รัชโยธิน ชั้น 3 ห้อง 309 เลขที่ 1839 ถนน พหลโยธิน, ลาดยาว, จตุจักร, Bangkok 10900, Thailand",091 905 7000,13.828828,100.568549,https://www.vsquareclinic.com/review/all-review/
IMED คลินิกยกกระชับ-ดึงหน้าเด็ก,"888 160-1 Phloen Chit Rd, Khwaeng Lumphini, Khet Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",062 663 5532,13.7425638,100.5489557,http://imedfacelift.com/
PAVIDA ภาวิดา นวดหน้า ยกกระชับ หน้าเรียว หน้าเด้ง ผ่อนคลาย,"332/486 คอนโด ไลฟ์ แอดรัชดา-สุทธิสาร, ถนนรัชดาภิเษก แขวง สามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310, Thailand",098 983 9668,13.7910502,100.574553,http://pavidafacial.com/
VNA Health Care,"801 Villa St, Elgin, IL 60120, USA",(847) 717-6455,42.027092,-88.2596245,http://www.vnahealth.com/
ด็อกเตอร์เซปิง (ให้คำปรึกษา ศัลยกรรม ดึงหน้า ยกกระชับหน้า),"124/3 Rattanathibet Rd, Tambon Sai Ma, ตำบลตลาดขวัญ, Chang Wat Nonthaburi 11000, Thailand",082 570 9999,13.8719244,100.4633117,https://dr.xeping.com/
Movement Clinic เสริมจมูก ฉีดไขมัน โบท็อกซ์ ไฮฟู่ เมโสแฟต สิว ฝ้า ผิวขาวใส,"120/1 Khlong Luang Rd, Tambon Khlong Song, Amphoe Khlong Luang, Chang Wat Pathum Thani 12120, Thailand",061 889 6555,14.0656047,100.6380824,https://www.facebook.com/movementclinic12/
Seko Clinic,"9 3 Thanon Sena Nikhom 1, จันทรเกษม, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",061 464 5445,13.8335447,100.5735472,https://sekoclinic1.business.site/
SO Clinic (Jason introduce wife Botox and filler),"1032 216 Soi Phahon Yothin 18/1, Khwaeng Chom Phon, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",02 089 0988,13.799105,100.5556545,https://instagram.com/soclinic/
Doctor Mild Clinic,"982 Rama III Rd, Khwaeng Bang Phong Phang, Khet Yan Nawa, Krung Thep Maha Nakhon 10120, Thailand",02 682 6488,13.67465,100.5451469,http://www.doctormildclinic.com/
Vverr Clinic คลินิกความงามปิ่นเกล้า โบท็อกซ์ ปรับรูปหน้า ร้อยไหม เมโสแฟต ศัลยกรรม จมูก ปาก คาง,"163, 7 ถนน สมเด็จพระปิ่นเกล้า Khwaeng Arun Amarin, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700, Thailand",084 664 4462,13.7701475,100.4841814,https://lin.ee/6wCTCOQ
Showtime Clinic เสริมจมูก ทำจมูก เสริมคาง ตา2ชั้น ตัดไขมันกระพุ้งแก้ม ปากกระจับ สาขา รังสิต,"308 Rangsit-Pathum Thani Rd, ประชาธิปัตย์ ธัญบุรี Chang Wat Pathum Thani 12130, Thailand",092 739 2777,13.987004,100.604999,http://www.showtimeclinic.com/
เสริมจมูก แก้จมูก หมออุ๋ย รังสิต,"102 104 Phahon Yothin 133 Alley, Tambon Prachathipat, Amphoe Thanyaburi, Chang Wat Pathum Thani 12130, Thailand",061 456 5666,13.985505,100.615011,http://www.auiza.com/
Ess Clinic เสริมจมูก เสริมคาง ปากกระจับ ตาสองชั้น โดยทีมแพทย์ กรุงเทพ,"1968 Phahonyothin Rd, Lat Yao, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",089 644 1101,13.833663,100.572245,http://www.essthailand.com/
Dental Art Clinic,"1512 N Elmhurst Rd, Mt Prospect, IL 60056, USA",(847) 590-5200,42.0948155,-87.9369622,https://mydentalart.com/
Narinthra Clinic นรินทราคลินิก เสริมจมูก ปากกระจับ BY พี่หมอดรีม,"1338/, 952 พระราม 3, แขวง ช่องนนทรี เขต ยานนาวา Bangkok 10120, Thailand",092 354 9262,13.688414,100.549037,http://www.narinthraclinic.com/
เอซ คลีนิก เสริมจมูก เสริมคาง ปากกระจับ ตา 2 ชั้น ศัลยกรรมครบวงจร,"818/21 โครงการเดอะมาสเตอร์ Khwaeng Bang Na, Khet Bang Na, Krung Thep Maha Nakhon 10260, Thailand",095 546 4430,13.6792893,100.6095217,https://m.facebook.com/onouma39/
Beproud Clinic (บีพราวด์ คลินิก) ปากกระจับ เสริมจมูก ตาสองชั้น เสริมคาง,"412 ถนน สุขุมวิท 101/1 Khwaeng Bang Chak, Khet Phra Khanong, Krung Thep Maha Nakhon 10260, Thailand",081 934 4034,13.6842102,100.6237523,https://www.facebook.com/beproudclinic/
Dr.Sine clinic ศรีนครินทร์ เสริมจมูก ตาสองชั้น ปากกระจับ เสริมหน้าอก ความงาม และผิวพรรณ,"99/4 หมู่บ้านรอยัลนครินทร์ สุภาพงษ์ 5 ซอย ศรีนครินทร์42 หนองบอน ประเวศ Krung Thep Maha Nakhon 10250, Thailand",02 330 8133,13.690346,100.639333,https://www.facebook.com/Dr.sineclinic/
Chettawut Plastic Surgery Center,"1529, 4 On Nut 31 Alley, Khwaeng Suan Luang, Khet Suan Luang, Krung Thep Maha Nakhon 10250, Thailand",083 133 5836,13.7100628,100.6273657,http://www.chet-plasticsurgery.com/
Plastic Surgery Center-St Louis,"1001 S Kirkwood Rd #160, St. Louis, MO 63122, USA",(314) 984-0461,38.5664089,-90.4077777,https://www.mercy.net/doctor/gregory-c-rinehart-md/
Cosmetic Surgery Center of Thailand,"Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",02 402 6566,13.7458033,100.551676,http://plasticsurgerythailand.org/
Thailand Plastic Surgery Center,"998, Piyavate Hospital, Hospital Rama 9, Rama 9 Road, Huai Khwang, Khet Huai Khwang, Bangkok, 10310, แขวง บางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310, Thailand",086 915 2962,13.7528137,100.5801273,http://www.thailandplasticsurgery.com/
Bangkok Cosmetic Surgery,"61/74 Rama IX 7 Alley, Khwaeng Huai Khwang, Khet Huai Khwang, Krung Thep Maha Nakhon 10310, Thailand",02 612 2122,13.7585807,100.5700057,http://www.bangkokcosmeticsurgery.com/
Dermaster Clinic,"342 Soi Sukhumvit 63, Klongtun Nua Sub-District Khet Watthana, Krung Thep Maha Nakhon 10110, Thailand",02 714 4471,13.7345415,100.5879514,https://dermaster-thailand.com/
Ktop Clinic,"8 Thonglor Rd, Khwaeng Khlong Tan Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110, Thailand",,13.7254445,100.579702,
"Peters Surgical International Co.,Ltd.","Lam Prathew, Lat Krabang, Bangkok 10520, Thailand",02 739 7364,13.7763022,100.7833073,http://www.peters-surgical.com/
Lone Star Medical Group - WPC,"929 Hilltop Dr, Weatherford, TX 76086, USA",(817) 599-7576,32.74635920000001,-97.779153,http://lonestarphysicians.com/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing
"Dermaster คลินิกเวชกรรม - สาขาสาทร Sathorn: เสริมจมูก, ทำตา 2 ชั้น, ทำหน้าอก, ปลูกผม, ดูดไขมัน","16, 7 N Sathon Rd, Khwaeng Silom, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",02 235 4745,13.7255755,100.5417257,https://dermaster-thailand.com/
Eye Surgery Center of Tulsa,"7191 S Yale Ave, Tulsa, OK 74136, USA",(918) 894-5757,36.05891299999999,-95.92163389999999,http://eyesurgerycenteroftulsa.com/
Amarin Plastic Surgery Clinic,"10-12 Arun Amarin Rd, Khwaeng Arun Amarin, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700, Thailand",02 433 2747,13.7636949,100.4825481,
LMI INSTRUMENTS DENTAL SURGICAL,"8 Roras Rd, Muzaffarpur, Sialkot, Punjab 51310, Pakistan",0312 8201181,32.4913859,74.5020894,http://www.lapamasterind.com/
AB Village Surgical and Sports Manufacturer,"Calera, AL 35040, USA",(315) 688-8136,33.0518979,-86.6617393,http://www.abvillage.com/
Dr. V-FET Clinic - ดร.วีเฟค คลินิก ศัลยกรรมตกแต่งความงาม,"1174 Si Burapha 6 Alley, Khwaeng Khlong Chan, Khet Bang Kapi, Krung Thep Maha Nakhon 10240, Thailand",092 223 0033,13.781505,100.6493088,http://dr-vfetclinic.com/
ศูนย์ความงามสโรรักษ์,"14/48 หมู่4 ถนน พิบูลสงคราม ตำบลสวนใหญ่ Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi 11000, Thailand",02 967 6060,13.8420531,100.4961215,http://www.sarolux.co.th/
ดิเอเจนซี่ คลินิก - AGC Clinic อ่อนนุช,"891 พรไพลิน บิสสิเนส พอยท์ ถนน อ่อนนุช สวนหลวง Krung Thep Maha Nakhon 10250, Thailand",098 584 6862,13.7114793,100.6105075,https://www.facebook.com/TheAgencyClinic/
Revealing Clinic รีวิวลิ่งคลินิก คลินิกศัลยกรรมและเสริมความงาม,"1000/7 โครงการเดอะมาสเตอร์ รีเฟลคท์ชั่น @ บีทีเอสอ่อนนุช On Nut Rd, Khwaeng Suan Luang, Khet Suan Luang, Krung Thep Maha Nakhon 10250, Thailand",062 936 6228,13.7087254,100.6188057,https://www.facebook.com/revealingclinic
สถาบันสุขภาพและความงาม ตรัยญา,"998/9 Khlong Samsen Rd, บางกะปิ Khet Huai Khwang, Krung Thep Maha Nakhon 10310, Thailand",02 129 5500,13.752506,100.580337,http://www.tria.co.th/
สรัญญาคลินิก ติวานนท์,"51-53 Tiwanon Rd, Tambon Talat Kwan, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi 11000, Thailand",02 051 9161,13.8454593,100.5124653,https://www.facebook.com/saranyaclinic11
สถาบันความงาม ควีน,"183/3 Khu Bon Rd, Khwaeng Ram Inthra, Khet Khan Na Yao, Krung Thep Maha Nakhon 10230, Thailand",02 509 5028,13.8504587,100.6678848,
Lotteclinic ลอตเต้คลินิก คลินิกความงามเพื่อคนออนไลน์,"396/9 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140, Thailand",097 075 0445,13.6426699,100.4996356,http://lotteclinic.com/
ผิวดีคลินิก สาขาลาดพร้าวพร้อมพันธ์,"637/1 Lat Phrao Rd, Lat Yao, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",02 513 0255,13.8113877,100.5647304,http://www.pewdeeclinic.com/
DoctorGrace Clinic (ด็อกเตอร์เกรซ คลีนนิก),"65 Ramkhamhaeng 65 Alley, หัวหมาก บางกะปิ Krung Thep Maha Nakhon 10240, Thailand",092 278 9841,13.760603,100.624275,
ข้าวสารคลินิกเวชกรรม,"เลขที่ 53 Thanon Tanao, บวรนิเวศ Khet Phra Nakhon, Krung Thep Maha Nakhon 10200, Thailand",086 884 1312,13.7589886,100.4992901,
VNA Health Care,"801 Villa St, Elgin, IL 60120, USA",(847) 717-6455,42.027092,-88.2596245,http://www.vnahealth.com/
ผิวดีคลีนิก สาขาสยามพารากอน,"991 อาคาร สยามพารากอน Rama I Rd, Khwaeng Pathum Wan, Khet Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",02 610 9917,13.7472602,100.5347872,http://www.pewdeeclinic.com
เพ็ญนภาคลินิก ศูนย์เลเซอร ์ผิวพรรณ และความงาม,"17/27-29 Amphoe Sam Phran, Chang Wat Nakhon Pathom 73160, Thailand",02 420 8321,13.7079081,100.280654,
DoctorMekClinic,"122 124 Rama I Rd, Khwaeng Wang Mai, Khet Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",064 946 1998,13.7471164,100.5245997,https://doctormekclinic.com/
bathetopia BATH BOUTIQUE,"710 W University St, Siloam Springs, AR 72761, USA",(479) 373-6363,36.186113,-94.5479575,https://bathetopia.com/
V Square Clinic ซีคอนสแควร์ Botox Filler ร้อยไหม โบท็อกซ์ ฟิลเลอร์ ปรับรูปหน้า,"ซีคอนสแควร์ ห้อง 3017 ชั้น 3 เลขที่ 55 ถนน ศรีนครินทร์ Khwaeng Nong Bon, Khet Prawet, Krung Thep Maha Nakhon 10250, Thailand",091 916 9000,13.693977,100.648462,https://www.vsquareclinic.com/
